"","flgs","flgs_number","proto","proto_number","sport","dport","pkts","bytes","state","state_number","dur","mean","stddev","sum","min","max","spkts","dpkts","sbytes","dbytes","rate","srate","drate","TnBPSrcIP","TnBPDstIP","TnP_PSrcIP","TnP_PDstIP","TnP_PerProto","TnP_Per_Dport","AR_P_Proto_P_SrcIP","AR_P_Proto_P_DstIP","N_IN_Conn_P_DstIP","N_IN_Conn_P_SrcIP","AR_P_Proto_P_Sport","AR_P_Proto_P_Dport","Pkts_P_State_P_Protocol_P_DestIP","Pkts_P_State_P_Protocol_P_SrcIP","attack","category","subcategory"
"3642923","e",1,"tcp",1,54684,3546,2,134,"RST",1,1.8e-05,1.8e-05,0,1.8e-05,1.8e-05,1.8e-05,1,1,74,60,55555.554688,0,0,11792,11792,176,176,200,2,44433.2,44433.2,88,88,111111,111111,176,176,1,"Reconnaissance","Service_Scan"
"3665125","e",1,"tcp",1,61890,8082,2,120,"RST",1,0.000925,0.000925,0,0.000925,0.000925,0.000925,1,1,60,60,1081.081055,0,0,11880,11880,198,198,198,2,771.383,771.383,100,100,771.383,2162.16,196,196,1,"Reconnaissance","Service_Scan"
"3636978","e",1,"tcp",1,34141,32777,2,120,"RST",1,0.000934,0.000934,0,0.000934,0.000934,0.000934,1,1,60,60,1070.663818,0,0,11940,11940,199,199,199,2,737.469,737.469,100,100,737.469,2141.33,198,198,1,"Reconnaissance","Service_Scan"
"3646274","e",1,"tcp",1,60541,2701,2,120,"RST",1,5.6e-05,5.6e-05,0,5.6e-05,5.6e-05,5.6e-05,1,1,60,60,17857.142578,0,0,12000,12000,200,200,200,2,7040.52,7040.52,100,100,7040.52,35714.3,200,200,1,"Reconnaissance","Service_Scan"
"3601793","e",1,"udp",3,36529,55587,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,840,3480,14,58,58,4,27079.3,22825.7,58,14,27173.9,24844.7,58,14,1,"Reconnaissance","Service_Scan"
"3649646","e",1,"tcp",1,51226,8180,2,134,"RST",1,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1,1,74,60,76923.078125,0,0,13474,13474,201,201,201,2,182.099,182.099,100,100,153846,153846,201,201,1,"Reconnaissance","Service_Scan"
"3619058","e",1,"tcp",1,39556,3306,13,1113,"FIN",6,0.198309,0.198309,0,0.198309,0.198309,0.198309,7,6,532,581,60.511623,30.255812,25.213177,27825,111300,325,1300,1300,1300,65.5601,65.5271,100,25,65.5543,65.5271,1300,325,1,"Reconnaissance","Service_Scan"
"3610361","e",1,"tcp",1,55267,1049,2,120,"RST",1,1.2e-05,1.2e-05,0,1.2e-05,1.2e-05,1.2e-05,1,1,60,60,83333.328125,0,0,12000,12000,200,200,200,2,24746.3,24746.3,100,100,24746.3,166667,200,200,1,"Reconnaissance","Service_Scan"
"3581437","e",1,"tcp",1,36530,22,9,654,"FIN",6,0.029115,0.029115,0,0.029115,0.029115,0.029115,5,4,338,316,274.772461,137.38623,103.039665,30258,81501,251,597,595,9,5.25719,8.50501,95,47,309.119,309.119,282,146,1,"Reconnaissance","OS_Fingerprint"
"3621906","e",1,"tcp",1,2437,1,2,120,"RST",1,8.8e-05,8.8e-05,0,8.8e-05,8.8e-05,8.8e-05,1,1,60,60,11363.636719,0,0,3960,11880,66,198,200,198,28423.8,35200,99,33,22727.3,35200,198,66,1,"Reconnaissance","Service_Scan"
"3647624","e",1,"tcp",1,56516,3551,2,134,"RST",1,1.7e-05,1.7e-05,0,1.7e-05,1.7e-05,1.7e-05,1,1,74,60,58823.527344,0,0,13400,13400,200,200,200,2,3693.31,3693.31,100,100,117647,117647,200,200,1,"Reconnaissance","Service_Scan"
"3626113","e",1,"tcp",1,1822,215,2,120,"RST",1,0.00122,0.00122,0,0.00122,0.00122,0.00122,1,1,60,60,819.672119,0,0,12000,12000,200,200,200,2,1782.34,1782.34,100,100,1782.34,1639.34,200,200,1,"Reconnaissance","Service_Scan"
"3651783","e",1,"tcp",1,36917,366,1,60,"REQ",3,0,0,0,0,0,0,1,0,60,0,0,0,0,11760,11760,196,196,196,1,9.67593,9.67593,100,100,9.67593,0,4,4,1,"Reconnaissance","Service_Scan"
"3620771","e",1,"tcp",1,2734,1,2,120,"RST",1,5.4e-05,5.4e-05,0,5.4e-05,5.4e-05,5.4e-05,1,1,60,60,18518.517578,0,0,3960,12000,66,200,200,200,26938.8,29124.8,100,33,37037,29124.8,200,66,1,"Reconnaissance","Service_Scan"
"3612365","e",1,"tcp",1,37508,5225,2,120,"RST",1,1.7e-05,1.7e-05,0,1.7e-05,1.7e-05,1.7e-05,1,1,60,60,58823.527344,0,0,12000,12000,200,200,200,2,27019.7,27019.7,100,100,27019.7,117647,200,200,1,"Reconnaissance","Service_Scan"
"3633133","e",1,"tcp",1,2493,567,2,120,"RST",1,0.001514,0.001514,0,0.001514,0.001514,0.001514,1,1,60,60,660.501953,0,0,16140,16140,269,269,269,2,1445.29,1445.29,100,100,1445.29,1321,269,269,1,"Reconnaissance","Service_Scan"
"3598655","e",1,"tcp",1,51614,15004,2,120,"RST",1,0.000123,0.000123,0,0.000123,0.000123,0.000123,1,1,60,60,8130.081055,0,0,12000,12000,200,200,200,2,12955.9,12955.9,100,100,12955.9,16260.2,200,200,1,"Reconnaissance","Service_Scan"
"3615008","e",1,"tcp",1,34644,3306,13,1113,"FIN",6,0.198527,0.198527,0,0.198527,0.198527,0.198527,7,6,532,581,60.445179,30.222589,25.185492,32724,147653,329,1404,1404,1118,15.87,9.7691,100,24,65.4823,65.5019,1404,329,1,"Reconnaissance","Service_Scan"
"3610927","e",1,"tcp",1,55267,515,2,120,"RST",1,0.000141,0.000141,0,0.000141,0.000141,0.000141,1,1,60,60,7092.19873,0,0,12000,12000,200,200,200,2,4434.2,4434.2,100,100,4434.2,14184.4,200,200,1,"Reconnaissance","Service_Scan"
"3590698","e",1,"tcp",1,45115,2002,2,120,"RST",1,0.00086,0.00086,0,0.00086,0.00086,0.00086,1,1,60,60,1162.790771,0,0,12000,12000,200,200,200,2,3608.74,3608.74,100,100,3608.74,2325.58,200,200,1,"Reconnaissance","OS_Fingerprint"
"3620166","e",1,"tcp",1,1857,1,2,120,"RST",1,9.3e-05,9.3e-05,0,9.3e-05,9.3e-05,9.3e-05,1,1,60,60,10752.6875,0,0,3960,12000,66,200,200,200,35733.6,10132.7,100,33,21505.4,10132.7,200,66,1,"Reconnaissance","Service_Scan"
"3595402","e",1,"tcp",1,36663,5911,2,120,"RST",1,2.5e-05,2.5e-05,0,2.5e-05,2.5e-05,2.5e-05,1,1,60,60,40000,0,0,12120,12120,202,202,202,2,41555.2,41555.2,100,100,41555.2,80000,202,202,1,"Reconnaissance","Service_Scan"
"3627413","e",1,"tcp",1,2016,1,1,60,"RST",1,0,0,0,0,0,0,1,0,60,0,0,0,0,2040,6000,34,100,100,100,0,0,100,34,0,0,100,34,1,"Reconnaissance","Service_Scan"
"3619224","e",1,"tcp",1,2602,1,2,120,"RST",1,4.5e-05,4.5e-05,0,4.5e-05,4.5e-05,4.5e-05,1,1,60,60,22222.222656,0,0,3960,12000,66,200,200,200,26336.8,33405.7,100,33,44444.4,33405.7,200,66,1,"Reconnaissance","Service_Scan"
"3659421","eU",6,"udp",3,43759,686,1,60,"INT",4,0.00019,0.00019,0,0.00019,0.00019,0.00019,1,0,60,0,0,0,0,1020,4352,17,71,71,2,6863.14,7387.37,71,17,6756.76,10526.3,71,17,1,"Reconnaissance","Service_Scan"
"3582584","e",1,"tcp",1,59626,3306,2,120,"RST",1,0.004052,0.004052,0,0.004052,0.004052,0.004052,1,1,60,60,246.791702,0,0,1200,11820,20,197,197,2,495.847,8.88442,100,10,495.847,493.583,194,20,1,"Reconnaissance","OS_Fingerprint"
"3655147","e",1,"udp",3,35227,28369,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,2352,5712,39,95,95,5,31604.5,41125.5,95,39,68965.5,72463.8,95,39,1,"Reconnaissance","Service_Scan"
"3601778","eU",6,"udp",3,36529,18360,1,60,"INT",4,5.6e-05,5.6e-05,0,5.6e-05,5.6e-05,5.6e-05,1,0,60,0,0,0,0,840,3480,14,58,58,1,27079.3,22825.7,58,14,27173.9,17857.1,58,14,1,"Reconnaissance","Service_Scan"
"3618930","e",1,"tcp",1,53638,3306,13,1113,"FIN",6,0.198876,0.198876,0,0.198876,0.198876,0.198876,7,6,532,581,60.339108,30.169554,25.141294,27825,111300,325,1300,1300,1300,65.4537,65.5303,100,25,65.3674,65.5303,1300,325,1,"Reconnaissance","Service_Scan"
"3577290","e",1,"udp",3,52460,53,2,479,"CON",2,0.009688,0.009688,0,0.009688,0.009688,0.009688,1,1,91,388,103.220474,0,0,463674,946,1962,4,78955,129,14.9164,205.118,2,29,206.441,0.322581,4,56,0,"Normal","Normal"
"3664078","e",1,"tcp",1,33626,7627,2,120,"RST",1,0.00064,0.00064,0,0.00064,0.00064,0.00064,1,1,60,60,1562.5,0,0,11880,11880,198,198,198,2,763.951,763.951,100,100,763.951,3125,196,196,1,"Reconnaissance","Service_Scan"
"3630964","e",1,"tcp",1,1216,727,2,120,"RST",1,0.000838,0.000838,0,0.000838,0.000838,0.000838,1,1,60,60,1193.317505,0,0,12720,12720,212,212,212,2,1534.1,1534.1,100,100,1534.1,2386.63,212,212,1,"Reconnaissance","Service_Scan"
"3578972","e",1,"tcp",1,51137,4449,2,120,"RST",1,0.000224,0.000224,0,0.000224,0.000224,0.000224,1,1,60,60,4464.285645,0,0,12000,12000,200,200,200,2,12879.1,12879.1,100,100,12879.1,8928.57,200,200,1,"Reconnaissance","OS_Fingerprint"
"3642090","eU",6,"udp",3,63061,19722,1,60,"INT",4,0.000199,0.000199,0,0.000199,0.000199,0.000199,1,0,60,0,0,0,0,960,3762,16,62,62,1,7662.84,8671.33,62,16,9111.62,5025.13,62,16,1,"Reconnaissance","Service_Scan"
"3619395","e",1,"tcp",1,1601,1,2,120,"RST",1,4.1e-05,4.1e-05,0,4.1e-05,4.1e-05,4.1e-05,1,1,60,60,24390.244141,0,0,3720,11640,62,194,196,194,42699.7,31997.4,97,31,48780.5,31997.4,194,62,1,"Reconnaissance","Service_Scan"
"3582469","e",1,"tcp",1,33223,2033,2,120,"RST",1,0.003224,0.003224,0,0.003224,0.003224,0.003224,1,1,60,60,310.173676,0,0,12000,12000,200,200,200,2,38.3505,38.3505,100,100,38.3505,620.347,200,200,1,"Reconnaissance","OS_Fingerprint"
"3631080","e",1,"tcp",1,1216,921,2,120,"RST",1,0.00109,0.00109,0,0.00109,0.00109,0.00109,1,1,60,60,917.431152,0,0,12480,12480,208,208,208,2,1578.12,1578.12,100,100,1578.12,1834.86,208,208,1,"Reconnaissance","Service_Scan"
"3583810","e",1,"tcp",1,41707,16113,2,120,"RST",1,0.003116,0.003116,0,0.003116,0.003116,0.003116,1,1,60,60,320.924255,0,0,11220,11700,187,195,195,2,1357.24,1379.84,100,96,1357.24,641.849,190,182,1,"Reconnaissance","OS_Fingerprint"
"3624786","e",1,"tcp",1,2969,947,3,180,"RST",1,0.005983,0.005983,0,0.005983,0.005983,0.005983,2,1,120,60,334.280457,167.140228,0,18000,18000,300,300,300,3,529.757,529.757,100,100,529.757,501.421,300,300,1,"Reconnaissance","Service_Scan"
"3584751","e",1,"tcp",1,41840,16012,2,120,"RST",1,0.00682,0.00682,0,0.00682,0.00682,0.00682,1,1,60,60,146.627563,0,0,6300,11700,105,195,195,2,297.814,313.464,100,53,297.814,293.255,190,104,1,"Reconnaissance","OS_Fingerprint"
"3663469","eU",6,"udp",3,44350,31731,1,60,"INT",4,0.000107,0.000107,0,0.000107,0.000107,0.000107,1,0,60,0,0,0,0,900,3508,15,57,57,1,7389.16,8682.41,57,15,7919.37,9345.79,57,15,1,"Reconnaissance","Service_Scan"
"3630222","e s",2,"tcp",1,1216,65,4,240,"RST",1,0.006311,0.006311,0,0.006311,0.006311,0.006311,2,2,120,120,475.360504,158.453491,158.453491,24000,24000,400,400,400,4,632.108,632.108,100,100,632.108,633.814,400,400,1,"Reconnaissance","Service_Scan"
"3598611","e",1,"tcp",1,51614,5678,2,120,"RST",1,0.000194,0.000194,0,0.000194,0.000194,0.000194,1,1,60,60,5154.63916,0,0,12000,12000,200,200,200,2,12955.9,12955.9,100,100,12955.9,10309.3,200,200,1,"Reconnaissance","Service_Scan"
"3581925","e",1,"tcp",1,33223,1999,2,120,"RST",1,0.00096,0.00096,0,0.00096,0.00096,0.00096,1,1,60,60,1041.666748,0,0,11460,11460,191,191,191,2,611.772,611.772,100,100,611.772,2083.33,182,182,1,"Reconnaissance","OS_Fingerprint"
"3630989","e",1,"tcp",1,1216,780,2,120,"RST",1,0.001351,0.001351,0,0.001351,0.001351,0.001351,1,1,60,60,740.192444,0,0,12720,12720,212,212,212,2,1534.1,1534.1,100,100,1534.1,1480.38,212,212,1,"Reconnaissance","Service_Scan"
"3609620","e",1,"tcp",1,62819,179,2,120,"RST",1,0.000145,0.000145,0,0.000145,0.000145,0.000145,1,1,60,60,6896.551758,0,0,12000,12000,200,200,200,2,14326.6,14326.6,100,100,14326.6,13793.1,200,200,1,"Reconnaissance","Service_Scan"
"3647118","e",1,"tcp",1,33616,1271,2,134,"RST",1,9e-04,9e-04,0,9e-04,9e-04,9e-04,1,1,74,60,1111.111084,0,0,13696,13696,204,204,204,2,48.8403,48.8403,100,100,2222.22,2222.22,204,204,1,"Reconnaissance","Service_Scan"
"3658872","eU",6,"udp",3,44350,6001,1,60,"INT",4,0.000239,0.000239,0,0.000239,0.000239,0.000239,1,0,60,0,0,0,0,1260,4818,21,80,80,1,7371.01,8125.95,80,21,8875.74,4184.1,80,21,1,"Reconnaissance","Service_Scan"
"3637009","e",1,"tcp",1,34141,63331,2,120,"RST",1,0.00391,0.00391,0,0.00391,0.00391,0.00391,1,1,60,60,255.754471,0,0,11760,11760,196,196,196,2,651.516,651.516,100,100,651.516,511.509,192,192,1,"Reconnaissance","Service_Scan"
"3643521","e",1,"tcp",1,37612,631,2,134,"RST",1,1.2e-05,1.2e-05,0,1.2e-05,1.2e-05,1.2e-05,1,1,74,60,83333.328125,0,0,13400,13400,200,200,200,2,96899.2,96899.2,100,100,166667,166667,200,200,1,"Reconnaissance","Service_Scan"
"3645288","e",1,"tcp",1,33419,8899,2,120,"RST",1,1e-04,1e-04,0,1e-04,1e-04,1e-04,1,1,60,60,10000,0,0,12000,12000,200,200,200,2,15021.8,15021.8,100,100,15021.8,20000,200,200,1,"Reconnaissance","Service_Scan"
"3649143","e",1,"tcp",1,52940,1782,2,134,"RST",1,0.001151,0.001151,0,0.001151,0.001151,0.001151,1,1,74,60,868.809692,0,0,14214,14214,211,211,211,2,18.496,18.496,100,100,1737.62,1737.62,211,211,1,"Reconnaissance","Service_Scan"
"3624805","e",1,"tcp",1,2969,998,3,180,"RST",1,0.003581,0.003581,0,0.003581,0.003581,0.003581,2,1,120,60,558.503235,279.251617,0,14820,25680,247,428,326,3,3.88967,4.97562,98,55,3.88967,837.755,226,129,1,"Reconnaissance","Service_Scan"
"3627123","e",1,"tcp",1,1322,1,1,60,"RST",1,0,0,0,0,0,0,1,0,60,0,0,0,0,1980,6000,33,100,100,100,0,0,100,33,0,0,100,33,1,"Reconnaissance","Service_Scan"
"3620403","e",1,"tcp",1,1936,1,2,120,"RST",1,9.5e-05,9.5e-05,0,9.5e-05,9.5e-05,9.5e-05,1,1,60,60,10526.31543,0,0,4080,12000,68,200,200,200,23586.5,25614.8,100,34,21052.6,25614.8,200,68,1,"Reconnaissance","Service_Scan"
"3578518","e",1,"tcp",1,51137,544,2,120,"RST",1,0.000158,0.000158,0,0.000158,0.000158,0.000158,1,1,60,60,6329.114258,0,0,12180,12180,203,203,203,2,11186.4,11186.4,100,100,11186.4,12658.2,203,203,1,"Reconnaissance","OS_Fingerprint"
"3642945","e",1,"tcp",1,60732,10010,2,134,"RST",1,0.000102,0.000102,0,0.000102,0.000102,0.000102,1,1,74,60,9803.921875,0,0,11792,11792,176,176,200,2,44433.2,44433.2,88,88,19607.8,19607.8,176,176,1,"Reconnaissance","Service_Scan"
"3666344","e",1,"tcp",1,42052,2301,2,120,"RST",1,0.003768,0.003768,0,0.003768,0.003768,0.003768,1,1,60,60,265.392792,0,0,11640,11640,194,194,194,2,731.598,731.598,100,100,731.598,530.786,188,188,1,"Reconnaissance","Service_Scan"
"3592671","e",1,"tcp",1,35886,1721,2,120,"RST",1,0.001105,0.001105,0,0.001105,0.001105,0.001105,1,1,60,60,904.977356,0,0,12000,12000,200,200,200,2,2012.23,2012.23,100,100,2012.23,1809.95,200,200,1,"Reconnaissance","OS_Fingerprint"
"3583949","e",1,"tcp",1,41707,8222,2,120,"RST",1,0.000991,0.000991,0,0.000991,0.000991,0.000991,1,1,60,60,1009.081787,0,0,12000,12000,200,200,200,2,514.816,514.816,100,100,514.816,2018.16,200,200,1,"Reconnaissance","OS_Fingerprint"
"3628499","e",1,"tcp",1,59768,3128,2,120,"RST",1,0.000814,0.000814,0,0.000814,0.000814,0.000814,1,1,60,60,1228.501221,0,0,11160,11160,186,186,186,2,698.823,698.823,100,100,698.823,2457,172,172,1,"Reconnaissance","Service_Scan"
"3647235","e",1,"tcp",1,54360,7496,2,134,"RST",1,0.001067,0.001067,0,0.001067,0.001067,0.001067,1,1,74,60,937.207153,0,0,13548,13548,202,202,202,2,94.617,94.617,100,100,1874.41,1874.41,202,202,1,"Reconnaissance","Service_Scan"
"3596228","e",1,"tcp",1,36663,3878,2,120,"RST",1,0.000174,0.000174,0,0.000174,0.000174,0.000174,1,1,60,60,5747.126465,0,0,12451,15211,195,241,245,2,42.326,52.2886,98,79,32415.6,11494.3,192,146,1,"Reconnaissance","Service_Scan"
"3655500","eU",6,"udp",3,41433,5353,2,208,"CON",2,0.000728,0.000728,0,0.000728,0.000728,0.000728,1,1,88,120,1373.626343,0,0,1376,4796,20,77,76,2,6310.2,8429.46,76,19,5311.08,2747.25,2,2,1,"Reconnaissance","Service_Scan"
"3612749","e",1,"tcp",1,51005,9001,2,120,"RST",1,0.000109,0.000109,0,0.000109,0.000109,0.000109,1,1,60,60,9174.311523,0,0,12540,12540,209,209,209,2,4537.76,4537.76,100,100,4537.76,18348.6,209,209,1,"Reconnaissance","Service_Scan"
"3618936","e",1,"tcp",1,48294,3306,13,1113,"FIN",6,0.197893,0.197893,0,0.197893,0.197893,0.197893,7,6,532,581,60.638832,30.319416,25.26618,27825,111300,325,1300,1300,1300,65.6054,65.5303,100,25,65.6921,65.5303,1300,325,1,"Reconnaissance","Service_Scan"
"3662433","eU",6,"udp",3,44440,64513,1,60,"INT",4,0.000239,0.000239,0,0.000239,0.000239,0.000239,1,0,60,0,0,0,0,900,3861,15,58,58,1,6578.95,7204.97,58,15,4184.1,4184.1,58,15,1,"Reconnaissance","Service_Scan"
"3587970","e",1,"tcp",1,55550,9418,2,120,"RST",1,3.4e-05,3.4e-05,0,3.4e-05,3.4e-05,3.4e-05,1,1,60,60,29411.763672,0,0,4080,12000,68,200,200,2,43065.2,42535.1,100,34,43065.2,58823.5,200,68,1,"Reconnaissance","OS_Fingerprint"
"3612098","e",1,"tcp",1,37508,1061,2,120,"RST",1,0.000128,0.000128,0,0.000128,0.000128,0.000128,1,1,60,60,7812.5,0,0,12000,12000,200,200,200,2,10939.7,10939.7,100,100,10939.7,15625,200,200,1,"Reconnaissance","Service_Scan"
"3584399","e",1,"tcp",1,59626,3826,2,120,"RST",1,0.003328,0.003328,0,0.003328,0.003328,0.003328,1,1,60,60,300.480774,0,0,5160,11820,86,197,197,2,677.758,614.795,100,44,677.758,600.962,194,84,1,"Reconnaissance","OS_Fingerprint"
"3579102","e",1,"tcp",1,51137,5357,2,120,"RST",1,0.000147,0.000147,0,0.000147,0.000147,0.000147,1,1,60,60,6802.721191,0,0,12000,12000,200,200,200,2,10800.3,10800.3,100,100,10800.3,13605.4,200,200,1,"Reconnaissance","OS_Fingerprint"
"3665191","e",1,"tcp",1,61890,8290,2,120,"RST",1,0.000898,0.000898,0,0.000898,0.000898,0.000898,1,1,60,60,1113.585693,0,0,11880,11880,198,198,198,2,771.383,771.383,100,100,771.383,2227.17,196,196,1,"Reconnaissance","Service_Scan"
"3608808","eU",6,"udp",3,35008,18360,1,60,"INT",4,9.1e-05,9.1e-05,0,9.1e-05,9.1e-05,9.1e-05,1,0,60,0,0,0,0,840,3480,14,58,58,1,16568,22852.6,58,14,17377.6,10989,58,14,1,"Reconnaissance","Service_Scan"
"3588447","e",1,"tcp",1,33844,1301,2,120,"RST",1,5e-05,5e-05,0,5e-05,5e-05,5e-05,1,1,60,60,20000,0,0,3000,12000,50,200,200,4,43630,46114.8,100,25,43630,39604,200,50,1,"Reconnaissance","OS_Fingerprint"
"3578202","e",1,"tcp",1,46997,2222,2,120,"RST",1,7.2e-05,7.2e-05,0,7.2e-05,7.2e-05,7.2e-05,1,1,60,60,13888.888672,0,0,12000,12000,200,200,200,2,7260.85,7260.85,100,100,7260.85,27777.8,200,200,1,"Reconnaissance","OS_Fingerprint"
"3640008","eU",6,"udp",3,63062,22029,1,60,"INT",4,0.000177,0.000177,0,0.000177,0.000177,0.000177,1,0,60,0,0,0,0,840,3484,14,57,57,1,7183.17,7460.73,57,14,6147.54,5649.72,57,14,1,"Reconnaissance","Service_Scan"
"3616556","e",1,"tcp",1,38308,3306,13,1113,"FIN",6,0.198868,0.198868,0,0.198868,0.198868,0.198868,7,6,532,581,60.34153,30.170765,25.142305,27825,111300,325,1300,1300,1300,65.5988,65.5134,100,25,65.37,65.5134,1300,325,1,"Reconnaissance","Service_Scan"
"3624848","e",1,"tcp",1,3516,1,2,120,"RST",1,0.000101,0.000101,0,0.000101,0.000101,0.000101,1,1,60,60,9900.990234,0,0,8100,25680,135,428,326,23,9.66367,4.97562,98,36,19802,1942.9,226,85,1,"Reconnaissance","Service_Scan"
"3588585","e",1,"tcp",1,44670,1059,2,120,"RST",1,2.7e-05,2.7e-05,0,2.7e-05,2.7e-05,2.7e-05,1,1,60,60,37037.035156,0,0,3000,12060,50,201,201,2,47755.5,42306.9,100,25,47755.5,74074.1,201,50,1,"Reconnaissance","OS_Fingerprint"
"3652137","e",1,"tcp",1,40209,61900,2,120,"RST",1,0.004526,0.004526,0,0.004526,0.004526,0.004526,1,1,60,60,220.945648,0,0,11760,11760,196,196,196,2,472.973,472.973,100,100,472.973,441.891,192,192,1,"Reconnaissance","Service_Scan"
"3646121","e",1,"tcp",1,60541,14238,2,120,"RST",1,0.000122,0.000122,0,0.000122,0.000122,0.000122,1,1,60,60,8196.72168,0,0,12000,12000,200,200,200,2,23084,23084,100,100,23084,16393.4,200,200,1,"Reconnaissance","Service_Scan"
"3584026","e",1,"tcp",1,41840,23,2,120,"RST",1,0.000167,0.000167,0,0.000167,0.000167,0.000167,1,1,60,60,5988.023926,0,0,10860,11940,181,199,199,2,3893.23,1288.34,100,91,3893.23,11976,198,180,1,"Reconnaissance","OS_Fingerprint"
"3652856","e",1,"tcp",1,40209,52822,2,120,"RST",1,0.045069,0.045069,0,0.045069,0.045069,0.045069,1,1,60,60,22.1882,0,0,11400,12000,190,200,200,2,79.6671,83.8064,100,95,48.8315,44.3764,200,190,1,"Reconnaissance","Service_Scan"
"3630688","e s",2,"tcp",1,1216,496,4,240,"RST",1,0.005742,0.005742,0,0.005742,0.005742,0.005742,2,2,120,120,522.466064,174.15535,174.15535,23520,23520,392,392,392,4,716.55,716.55,100,100,716.55,696.621,392,392,1,"Reconnaissance","Service_Scan"
"3594217","e",1,"tcp",1,55499,8649,2,120,"RST",1,0.000951,0.000951,0,0.000951,0.000951,0.000951,1,1,60,60,1051.524658,0,0,12240,12240,204,204,204,2,3117.41,3117.41,100,100,3117.41,2103.05,204,204,1,"Reconnaissance","OS_Fingerprint"
"3654761","e",1,"tcp",1,54776,13456,2,120,"RST",1,0.003978,0.003978,0,0.003978,0.003978,0.003978,1,1,60,60,251.382599,0,0,11940,11940,199,199,199,2,602.972,602.972,100,100,602.972,502.765,198,198,1,"Reconnaissance","Service_Scan"
"3582076","e",1,"tcp",1,33223,5226,2,120,"RST",1,0.003671,0.003671,0,0.003671,0.003671,0.003671,1,1,60,60,272.405334,0,0,11580,11580,193,193,193,2,640.755,640.755,100,100,640.755,544.811,186,186,1,"Reconnaissance","OS_Fingerprint"
"3584040","e",1,"tcp",1,41840,443,2,120,"RST",1,0.000172,0.000172,0,0.000172,0.000172,0.000172,1,1,60,60,5813.953613,0,0,10860,11940,181,199,199,2,3893.23,1288.34,100,91,3893.23,11627.9,198,180,1,"Reconnaissance","OS_Fingerprint"
"3609331","e",1,"tcp",1,62819,1503,2,120,"RST",1,0.000139,0.000139,0,0.000139,0.000139,0.000139,1,1,60,60,7194.244629,0,0,12000,12000,200,200,200,2,12530.5,12530.5,100,100,12530.5,14388.5,200,200,1,"Reconnaissance","Service_Scan"
"3617934","e",1,"tcp",1,53138,3306,13,1113,"FIN",6,0.199128,0.199128,0,0.199128,0.199128,0.199128,7,6,532,581,60.262745,30.131372,25.109478,27825,111300,325,1300,1300,1300,65.5187,65.4793,100,25,65.2846,65.4793,1300,325,1,"Reconnaissance","Service_Scan"
"3604150","eU",6,"udp",3,39704,3456,1,60,"INT",4,5.8e-05,5.8e-05,0,5.8e-05,5.8e-05,5.8e-05,1,0,60,0,0,0,0,840,3480,14,58,58,1,16317,23529.4,58,14,16260.2,17241.4,58,14,1,"Reconnaissance","Service_Scan"
"3608827","eU",6,"udp",3,36529,40441,1,60,"INT",4,7e-06,7e-06,0,7e-06,7e-06,7e-06,1,0,60,0,0,0,0,900,3480,15,58,58,1,30737.7,22852.6,58,15,35369.8,142857,58,15,1,"Reconnaissance","Service_Scan"
"3627317","e",1,"tcp",1,1984,1,1,60,"RST",1,0,0,0,0,0,0,1,0,60,0,0,0,0,1980,6000,33,100,100,100,0,0,100,33,0,0,100,33,1,"Reconnaissance","Service_Scan"
"3654907","e",1,"tcp",1,54776,2909,2,120,"RST",1,1.03851,1.03851,0,1.03851,1.03851,1.03851,1,1,60,60,0.962918,0,0,6840,9180,114,153,114,4,4.28125,4.28125,96,57,2.33792,3.84892,114,114,1,"Reconnaissance","Service_Scan"
"3592148","e",1,"tcp",1,33423,9100,2,120,"RST",1,0.000923,0.000923,0,0.000923,0.000923,0.000923,1,1,60,60,1083.423584,0,0,12000,12000,200,200,200,2,2254.97,2254.97,100,100,2254.97,2166.85,200,200,1,"Reconnaissance","OS_Fingerprint"
"3609550","e",1,"tcp",1,62819,2010,2,120,"RST",1,3e-05,3e-05,0,3e-05,3e-05,3e-05,1,1,60,60,33333.335938,0,0,12000,12000,200,200,200,2,11968.9,11968.9,100,100,11968.9,66666.7,200,200,1,"Reconnaissance","Service_Scan"
"3655352","e",1,"udp",3,35229,139,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,3312,5652,55,94,94,4,78014.2,45062.3,94,55,44117.6,0,94,55,1,"Reconnaissance","Service_Scan"
"3595983","e",1,"tcp",1,36663,2710,2,120,"RST",1,4.4e-05,4.4e-05,0,4.4e-05,4.4e-05,4.4e-05,1,1,60,60,22727.273438,0,0,12000,12000,200,200,200,2,44863.2,44863.2,100,100,44863.2,45454.5,200,200,1,"Reconnaissance","Service_Scan"
"3648652","e",1,"tcp",1,40070,4001,2,134,"RST",1,0.002452,0.002452,0,0.002452,0.002452,0.002452,1,1,74,60,407.830322,0,0,13400,13400,200,200,200,2,2762.55,2762.55,100,100,815.661,815.661,200,200,1,"Reconnaissance","Service_Scan"
